Date,Name,Expense,Amount
2022-10-11,Car Insurance,Expense,22.9
2024-02-03,McDonald's,Expense,485.72
2022-11-20,Salary Deposit,Income,48.0
2022-11-28,Misc Income,Income,82.56
2022-03-16,Home Depot,Expense,806.06
2024-03-28,Salary Deposit,Income,959.33
2022-07-19,Salary Deposit,Income,758.21
2024-04-13,CVS Pharmacy,Expense,624.57
2023-06-19,Best Buy,Expense,831.94
2024-06-24,Salary Deposit,Income,960.87
2022-01-07,Electric Company,Expense,537.28
2024-12-29,Starbucks,Expense,856.15
2023-01-23,Starbucks,Expense,34.26
2024-02-08,Salary Deposit,Income,933.69
2022-08-08,Costco,Expense,251.3
2024-02-07,CVS Pharmacy,Expense,190.92
2022-08-26,Salary Deposit,Income,499.74
2023-06-07,Starbucks,Expense,407.62
2024-05-05,Gym Membership,Expense,41.35
2024-03-26,Amazon,Expense,664.03
2023-10-08,Salary Deposit,Income,585.97
2022-09-20,Misc Income,Income,380.7
2022-12-23,Salary Deposit,Income,492.92
2022-12-13,Misc Income,Income,497.18
2024-05-24,Starbucks,Expense,91.09
2024-05-28,Best Buy,Expense,781.71
2023-08-11,Salary Deposit,Income,673.88
2023-07-06,Rent Payment,Expense,544.34
2023-06-23,Salary Deposit,Income,638.49
2023-11-05,Gym Membership,Expense,304.26
2024-06-20,Salary Deposit,Income,798.58
2024-12-17,Salary Deposit,Income,311.99
2024-03-12,Starbucks,Expense,378.08
2024-05-21,Salary Deposit,Income,193.16
2022-03-11,Salary Deposit,Income,872.62
2022-08-26,Salary Deposit,Income,930.81
2022-09-03,Misc Income,Income,678.7
2023-02-15,Salary Deposit,Income,916.54
2023-10-03,Salary Deposit,Income,549.84
2022-01-24,Spotify,Expense,938.13
2023-09-06,Salary Deposit,Income,482.75
2022-07-09,Uber,Expense,936.9
2023-09-14,Salary Deposit,Income,773.43
2023-10-06,Salary Deposit,Income,565.75
2022-12-10,Salary Deposit,Income,869.63
2024-07-09,Salary Deposit,Income,738.02
2024-06-24,Apple Store,Expense,133.87
2024-02-09,Target,Expense,691.47
2024-01-13,Walmart,Expense,111.81
2024-01-04,Best Buy,Expense,529.98
2022-03-02,Internet Provider,Expense,296.2
2024-02-04,Salary Deposit,Income,171.82
2022-07-16,Rent Payment,Expense,539.33
2022-05-19,Starbucks,Expense,302.78
2023-05-19,Salary Deposit,Income,516.65
2024-12-15,Rent Payment,Expense,830.81
2024-04-06,McDonald's,Expense,764.68
2022-07-18,Rent Payment,Expense,673.07
2023-10-08,Misc Income,Income,191.25
2023-01-15,Netflix,Expense,771.26
2023-12-13,Costco,Expense,602.13
2023-08-30,Car Insurance,Expense,951.9
2022-04-01,Salary Deposit,Income,140.01
2023-10-18,Amazon,Expense,839.01
2022-04-03,Water Utility,Expense,170.47
2022-09-09,Phone Company,Expense,757.97
2024-11-29,Salary Deposit,Income,792.7
2024-05-21,Salary Deposit,Income,643.31
2024-03-21,Salary Deposit,Income,482.53
2022-02-11,Rent Payment,Expense,59.27
2024-04-04,Car Insurance,Expense,762.89
2023-02-02,Salary Deposit,Income,348.68
2023-02-08,Salary Deposit,Income,266.05
2023-01-04,Salary Deposit,Income,99.65
2024-11-01,Salary Deposit,Income,137.93
2022-03-03,Salary Deposit,Income,592.09
2022-03-18,Salary Deposit,Income,758.44
2023-01-17,Netflix,Expense,301.65
2022-03-09,Salary Deposit,Income,215.42
2024-09-02,Home Depot,Expense,108.15
2024-11-29,CVS Pharmacy,Expense,694.98
2023-06-17,Amazon,Expense,15.91
2022-09-27,Home Depot,Expense,614.31
2022-10-03,Misc Income,Income,422.53
2024-08-26,Salary Deposit,Income,105.17
2022-10-04,Salary Deposit,Income,64.86
2024-04-29,Water Utility,Expense,498.79
2022-01-09,Salary Deposit,Income,983.7
2022-01-06,Netflix,Expense,139.08
2024-04-09,Target,Expense,439.17
2023-05-29,Salary Deposit,Income,393.27
2022-09-28,Salary Deposit,Income,500.29
2022-02-15,Costco,Expense,485.12
2023-08-27,Misc Income,Income,463.97
2023-12-07,Rent Payment,Expense,198.72
2024-02-17,Salary Deposit,Income,592.43
2023-04-12,Target,Expense,700.76
2024-05-09,Salary Deposit,Income,578.03
2024-08-19,Salary Deposit,Income,680.5
2023-10-12,Salary Deposit,Income,189.23
2023-03-08,Shell Gas,Expense,871.04
2022-09-04,Water Utility,Expense,687.41
2024-03-09,Salary Deposit,Income,565.16
2023-06-13,Salary Deposit,Income,943.04
2023-08-15,Salary Deposit,Income,95.88
2022-08-11,Uber,Expense,575.98
2024-09-15,Salary Deposit,Income,42.28
2024-02-17,Walgreens,Expense,95.78
2023-03-20,Rent Payment,Expense,285.77
2022-04-25,Misc Income,Income,763.58
2023-06-09,Salary Deposit,Income,289.9
2024-02-12,Misc Income,Income,886.55
2022-09-10,Target,Expense,438.73
2024-08-16,Salary Deposit,Income,350.65
2023-02-05,Misc Income,Income,335.27
2023-09-20,Walgreens,Expense,321.97
2022-06-21,Car Insurance,Expense,452.27
2024-12-20,Gym Membership,Expense,813.52
2024-05-16,Electric Company,Expense,355.05
2023-02-15,Salary Deposit,Income,494.99
2024-09-29,Apple Store,Expense,674.16
2023-05-22,Phone Company,Expense,123.36
2022-09-10,Spotify,Expense,178.18
2022-07-28,Car Insurance,Expense,615.75
2024-03-21,Salary Deposit,Income,148.72
2022-01-21,Costco,Expense,481.54
2022-10-20,Misc Income,Income,458.51
2023-06-16,Salary Deposit,Income,73.25
2022-09-13,Salary Deposit,Income,238.92
2024-10-05,Shell Gas,Expense,182.66
2024-10-09,Health Insurance,Expense,260.96
2022-12-21,Salary Deposit,Income,475.16
2023-09-22,Salary Deposit,Income,250.24
2022-12-06,Health Insurance,Expense,143.43
2022-11-26,Misc Income,Income,796.78
2022-08-17,Misc Income,Income,723.88
2023-10-21,Home Depot,Expense,239.0
2024-10-18,Kroger,Expense,71.87
2022-08-21,Rent Payment,Expense,838.27
2022-03-27,Costco,Expense,662.48
2024-09-30,Target,Expense,850.18
2022-04-27,McDonald's,Expense,114.22
2023-11-02,CVS Pharmacy,Expense,5.64
2023-06-14,Salary Deposit,Income,139.25
2022-06-10,Salary Deposit,Income,241.71
2022-08-09,Internet Provider,Expense,456.77
2024-11-06,Electric Company,Expense,866.58
2023-12-24,Amazon,Expense,517.8
2022-01-15,Salary Deposit,Income,809.24
2022-05-22,Home Depot,Expense,599.32
2023-10-20,McDonald's,Expense,598.85
2022-04-22,Salary Deposit,Income,104.31
2022-09-25,Home Depot,Expense,463.26
2022-04-05,McDonald's,Expense,673.56
2024-10-08,Electric Company,Expense,748.31
2023-12-25,Shell Gas,Expense,360.51
2024-10-10,Salary Deposit,Income,161.65
2023-03-10,Netflix,Expense,854.46
2023-03-04,Best Buy,Expense,293.96
2023-10-30,Salary Deposit,Income,659.07
2022-10-19,Walgreens,Expense,145.34
2023-12-10,Salary Deposit,Income,823.27
2023-10-22,Apple Store,Expense,116.82
2022-01-21,Water Utility,Expense,893.43
2024-02-09,Starbucks,Expense,338.81
2024-01-26,Misc Income,Income,340.72
2022-04-06,Salary Deposit,Income,592.97
2022-11-09,Salary Deposit,Income,264.61
2023-01-24,Uber,Expense,353.66
2023-06-05,Salary Deposit,Income,79.96
2022-04-19,Target,Expense,328.28
2024-04-06,Uber,Expense,483.32
2024-03-03,Salary Deposit,Income,387.34
2023-07-20,Salary Deposit,Income,457.63
2024-03-04,Netflix,Expense,728.39
2023-10-10,Best Buy,Expense,384.72
2023-06-10,Misc Income,Income,260.77
2023-08-04,Target,Expense,670.99
2024-06-18,Misc Income,Income,92.34
2023-04-14,Best Buy,Expense,442.66
2023-04-27,Salary Deposit,Income,570.73
2022-10-31,Salary Deposit,Income,101.74
2022-03-18,Spotify,Expense,626.16
2022-01-01,Salary Deposit,Income,676.46
2023-07-26,Salary Deposit,Income,562.83
2022-03-18,Kroger,Expense,890.54
2024-04-11,Internet Provider,Expense,296.39
2024-11-23,Salary Deposit,Income,285.96
2022-10-19,Salary Deposit,Income,785.16
2024-07-22,Salary Deposit,Income,573.98
2022-02-07,Salary Deposit,Income,322.63
2022-02-23,Phone Company,Expense,243.23
2023-03-26,Netflix,Expense,968.7
2024-05-15,Salary Deposit,Income,899.96
2024-12-14,Best Buy,Expense,676.67
2022-04-02,Salary Deposit,Income,510.98
2022-06-19,McDonald's,Expense,378.6
2022-06-04,Phone Company,Expense,242.94
2024-02-15,Phone Company,Expense,953.64
2024-07-26,Netflix,Expense,654.81
2023-11-23,Salary Deposit,Income,229.96
2022-03-04,Apple Store,Expense,609.9
2022-04-11,Rent Payment,Expense,439.83
2023-05-16,Amazon,Expense,263.83
2023-11-18,Salary Deposit,Income,301.74
2022-12-19,Salary Deposit,Income,750.54
2024-06-02,Salary Deposit,Income,972.15
2024-07-29,Apple Store,Expense,223.37
2024-05-22,Internet Provider,Expense,803.91
2024-05-07,Walgreens,Expense,70.29
2022-07-02,Salary Deposit,Income,105.98
2023-06-10,Home Depot,Expense,847.15
2024-11-04,Phone Company,Expense,467.56
2023-01-09,Salary Deposit,Income,345.64
2024-08-27,McDonald's,Expense,924.91
2023-04-22,Salary Deposit,Income,688.93
2023-10-02,Gym Membership,Expense,671.92
2024-03-16,Water Utility,Expense,656.25
2024-07-27,Apple Store,Expense,571.38
2023-05-06,Salary Deposit,Income,292.75
2022-07-24,Salary Deposit,Income,234.77
2023-01-24,Water Utility,Expense,504.28
2023-05-19,Gym Membership,Expense,164.16
2023-02-01,Salary Deposit,Income,412.4
2023-01-26,Salary Deposit,Income,149.87
2023-11-04,Misc Income,Income,260.72
2022-07-31,Salary Deposit,Income,265.35
2022-06-26,Salary Deposit,Income,11.9
2024-05-09,Salary Deposit,Income,380.43
2024-12-24,Car Insurance,Expense,958.33
2023-06-20,Salary Deposit,Income,329.07
2022-11-12,Salary Deposit,Income,230.56
2022-09-27,Salary Deposit,Income,366.52
2022-11-04,Car Insurance,Expense,408.65
2022-10-24,Salary Deposit,Income,324.31
2024-06-07,Apple Store,Expense,63.48
2023-02-09,Salary Deposit,Income,875.35
2022-09-21,Electric Company,Expense,675.03
2024-02-04,Apple Store,Expense,231.09
2024-08-15,Salary Deposit,Income,623.27
2023-10-12,Salary Deposit,Income,421.18
2024-08-01,Water Utility,Expense,801.5
2024-10-27,Shell Gas,Expense,404.19
2023-12-02,Salary Deposit,Income,624.36
2022-05-25,Misc Income,Income,545.05
2024-09-20,Salary Deposit,Income,329.94
2024-08-24,Salary Deposit,Income,915.87
2023-05-29,Salary Deposit,Income,56.73
2022-08-13,Salary Deposit,Income,33.19
2024-09-26,Salary Deposit,Income,733.65
2023-10-22,Misc Income,Income,49.26
2022-02-18,Salary Deposit,Income,129.32
2022-01-29,Salary Deposit,Income,468.2
2024-03-03,Electric Company,Expense,474.67
2024-02-22,Salary Deposit,Income,299.54
2022-01-18,Phone Company,Expense,265.84
2022-07-07,Salary Deposit,Income,828.79
2022-05-26,Salary Deposit,Income,410.71
2024-03-13,Salary Deposit,Income,66.9
2023-12-05,Salary Deposit,Income,158.87
2024-05-01,Misc Income,Income,580.05
2023-08-29,Salary Deposit,Income,9.41
2023-07-12,Misc Income,Income,326.78
2022-04-25,Target,Expense,972.2
2023-09-19,Uber,Expense,193.66
2024-07-02,Shell Gas,Expense,535.64
2024-06-09,Netflix,Expense,195.45
2022-06-18,Walgreens,Expense,183.81
2022-08-28,Salary Deposit,Income,316.25
2022-07-13,Internet Provider,Expense,156.0
2023-12-07,Misc Income,Income,413.72
2024-06-23,Amazon,Expense,768.36
2022-02-15,Amazon,Expense,836.26
2023-04-02,Electric Company,Expense,695.63
2023-02-14,Electric Company,Expense,65.3
2024-01-06,Shell Gas,Expense,338.86
2022-09-20,Salary Deposit,Income,939.13
2023-02-04,Uber,Expense,524.38
2022-10-15,Salary Deposit,Income,998.84
2024-05-20,Salary Deposit,Income,881.53
2023-02-25,Salary Deposit,Income,336.55
2023-08-10,Misc Income,Income,70.23
2022-09-10,Salary Deposit,Income,353.71
2022-08-28,Netflix,Expense,992.1
2022-03-29,Walgreens,Expense,499.07
2022-10-18,Salary Deposit,Income,468.18
2024-05-28,Salary Deposit,Income,947.33
2023-01-26,Salary Deposit,Income,436.48
2022-04-02,Salary Deposit,Income,832.43
2023-11-25,Salary Deposit,Income,813.93
2023-01-11,Salary Deposit,Income,394.59
2024-01-24,Misc Income,Income,530.82
2024-02-15,Salary Deposit,Income,927.39
2023-07-09,Walgreens,Expense,527.52
2023-04-13,Misc Income,Income,523.85
2022-09-07,Salary Deposit,Income,697.13
2023-04-07,Salary Deposit,Income,331.2
2023-11-08,Apple Store,Expense,751.52
2023-06-06,Salary Deposit,Income,683.5
2022-10-17,Salary Deposit,Income,261.79
2023-11-03,Misc Income,Income,122.45
2024-02-18,Walgreens,Expense,8.82
2024-02-25,Netflix,Expense,14.81
2024-11-23,Shell Gas,Expense,571.39
2024-06-04,Home Depot,Expense,843.59
2023-11-07,Apple Store,Expense,682.47
2023-07-06,Misc Income,Income,170.71
2022-10-29,Amazon,Expense,496.1
2022-10-30,Rent Payment,Expense,891.14
2023-05-12,Salary Deposit,Income,602.99
2023-01-15,Salary Deposit,Income,808.6
2023-03-02,Internet Provider,Expense,270.23
2024-10-03,Salary Deposit,Income,90.12
2022-05-04,Rent Payment,Expense,415.28
2024-04-01,Salary Deposit,Income,218.83
2023-02-12,Netflix,Expense,839.78
2024-11-30,Salary Deposit,Income,113.69
2024-12-28,Salary Deposit,Income,528.03
2024-04-02,Misc Income,Income,529.93
2023-06-15,Starbucks,Expense,358.66
2024-03-08,Internet Provider,Expense,280.93
2024-08-21,Uber,Expense,72.65
2024-06-19,Amazon,Expense,420.23
2024-12-11,Phone Company,Expense,826.16
2022-04-30,Walgreens,Expense,722.38
2023-05-03,Shell Gas,Expense,220.62
2022-09-05,McDonald's,Expense,457.2
2022-12-14,Rent Payment,Expense,971.68
2022-02-26,CVS Pharmacy,Expense,25.89
2022-08-04,Gym Membership,Expense,577.31
2024-04-21,Amazon,Expense,894.85
2022-02-01,Salary Deposit,Income,98.98
2022-09-12,Salary Deposit,Income,440.81
2023-06-27,Car Insurance,Expense,303.44
2024-05-11,CVS Pharmacy,Expense,939.34
2022-06-07,Salary Deposit,Income,134.57
2024-05-28,Best Buy,Expense,890.92
2023-03-18,Salary Deposit,Income,564.89
2022-02-15,Water Utility,Expense,884.53
2024-11-21,Salary Deposit,Income,346.67
2022-03-15,Salary Deposit,Income,679.01
2022-05-14,Starbucks,Expense,500.14
2024-07-26,Phone Company,Expense,165.44
2022-06-27,Salary Deposit,Income,928.78
2024-10-11,Car Insurance,Expense,996.61
2023-06-01,Salary Deposit,Income,817.91
2024-12-22,Salary Deposit,Income,355.3
2022-04-24,Salary Deposit,Income,92.96
2023-12-13,Salary Deposit,Income,190.21
2023-02-22,Salary Deposit,Income,633.58
2022-10-04,Salary Deposit,Income,506.96
2023-12-21,Spotify,Expense,446.69
2024-05-09,McDonald's,Expense,513.63
2023-05-08,Salary Deposit,Income,246.0
2022-07-21,Salary Deposit,Income,556.63
2024-05-12,Salary Deposit,Income,254.07
2024-01-21,Salary Deposit,Income,491.72
2024-10-26,Salary Deposit,Income,767.64
2022-01-21,Costco,Expense,687.26
2022-03-20,Water Utility,Expense,966.28
2023-12-15,Best Buy,Expense,420.46
2022-02-06,Salary Deposit,Income,579.34
2022-05-02,Netflix,Expense,940.46
2024-02-22,Salary Deposit,Income,993.56
2022-09-17,Apple Store,Expense,505.47
2023-12-13,Salary Deposit,Income,932.39
2022-04-17,Shell Gas,Expense,354.94
2022-04-06,Starbucks,Expense,680.12
2023-12-07,Health Insurance,Expense,914.34
2023-05-08,Salary Deposit,Income,229.85
2022-05-31,Uber,Expense,219.1
2022-02-21,Health Insurance,Expense,702.3
2023-03-31,Costco,Expense,896.19
2023-06-05,Salary Deposit,Income,46.72
2022-06-11,Salary Deposit,Income,568.84
2022-11-24,Salary Deposit,Income,394.8
2024-04-21,Starbucks,Expense,810.67
2023-03-09,Rent Payment,Expense,107.15
2024-10-18,Phone Company,Expense,763.13
2022-10-04,Best Buy,Expense,758.58
2024-07-09,Salary Deposit,Income,885.77
2024-01-07,Salary Deposit,Income,350.23
2022-01-08,Salary Deposit,Income,936.51
2022-06-15,Water Utility,Expense,568.77
2023-05-14,Walgreens,Expense,117.04
2022-02-06,Walgreens,Expense,989.72
2022-09-24,Salary Deposit,Income,116.8
2024-02-03,Phone Company,Expense,782.0
2024-12-22,Salary Deposit,Income,104.82
2023-12-27,Phone Company,Expense,33.64
2023-03-05,Misc Income,Income,98.63
2022-01-21,Salary Deposit,Income,355.36
2024-12-28,Walgreens,Expense,773.21
2024-02-18,Salary Deposit,Income,216.11
2022-08-12,Apple Store,Expense,684.06
2022-06-27,Rent Payment,Expense,926.45
2024-05-15,Uber,Expense,637.45
2024-04-06,Salary Deposit,Income,790.32
2024-05-16,Walmart,Expense,40.99
2023-07-20,Best Buy,Expense,531.71
2022-05-01,Best Buy,Expense,310.62
2023-10-13,Amazon,Expense,60.75
2023-02-11,Salary Deposit,Income,472.21
2022-07-11,Uber,Expense,652.28
2023-12-07,Rent Payment,Expense,196.67
2022-05-21,Costco,Expense,524.7
2023-07-31,Salary Deposit,Income,348.17
2023-09-10,Salary Deposit,Income,57.71
2022-11-21,Misc Income,Income,66.67
2024-03-24,Health Insurance,Expense,375.76
2024-10-06,Electric Company,Expense,164.25
2024-09-18,Amazon,Expense,756.5
2022-05-17,Salary Deposit,Income,469.7
2022-01-08,Salary Deposit,Income,236.17
2022-06-21,Internet Provider,Expense,818.8
2024-05-05,Misc Income,Income,915.73
2024-09-23,Salary Deposit,Income,273.03
2024-04-12,Kroger,Expense,402.95
2022-01-30,Salary Deposit,Income,353.43
2024-08-16,Salary Deposit,Income,816.34
2022-11-16,Apple Store,Expense,25.81
2023-05-14,Salary Deposit,Income,963.54
2022-12-18,Salary Deposit,Income,91.9
2024-03-04,Kroger,Expense,829.74
2024-07-24,Misc Income,Income,784.57
2022-06-04,Starbucks,Expense,397.66
2023-03-12,Rent Payment,Expense,620.52
2022-01-18,Netflix,Expense,380.17
2022-12-17,Walgreens,Expense,922.16
2024-11-02,Best Buy,Expense,732.86
2022-12-27,Walgreens,Expense,880.46
2022-12-26,Water Utility,Expense,733.98
2022-03-02,Netflix,Expense,554.41
2022-11-27,Salary Deposit,Income,819.65
2024-12-25,Starbucks,Expense,119.7
2022-06-21,Shell Gas,Expense,486.17
2022-04-24,Salary Deposit,Income,709.89
2023-03-27,Salary Deposit,Income,197.27
2022-01-09,Salary Deposit,Income,453.88
2022-06-16,Electric Company,Expense,825.52
2023-10-26,Home Depot,Expense,323.57
2022-12-13,Water Utility,Expense,984.7
2022-05-13,Health Insurance,Expense,184.68
2024-08-19,Salary Deposit,Income,507.66
2024-09-02,Salary Deposit,Income,23.8
2023-08-03,Salary Deposit,Income,312.9
2022-12-16,Salary Deposit,Income,464.29
2024-04-11,Misc Income,Income,849.89
2023-08-01,McDonald's,Expense,926.28
2023-11-18,Salary Deposit,Income,421.16
2024-08-16,Kroger,Expense,830.94
2023-11-06,Walgreens,Expense,255.3
2024-05-17,Salary Deposit,Income,288.48
2023-11-30,Target,Expense,483.99
2022-09-14,Netflix,Expense,194.97
2022-12-23,Home Depot,Expense,485.87
2024-01-09,Salary Deposit,Income,510.37
2022-03-08,Kroger,Expense,632.82
2022-06-04,Salary Deposit,Income,562.36
2022-08-21,Salary Deposit,Income,712.77
2023-12-16,Salary Deposit,Income,31.68
2024-09-12,Salary Deposit,Income,366.43
2022-06-21,Misc Income,Income,533.64
2024-03-31,Salary Deposit,Income,934.33
2022-06-06,Walmart,Expense,546.55
2023-02-19,Salary Deposit,Income,953.15
2024-04-10,Rent Payment,Expense,951.6
2022-03-19,Walmart,Expense,977.98
2024-02-25,Salary Deposit,Income,233.47
2024-03-27,Gym Membership,Expense,746.54
2022-05-03,Misc Income,Income,265.36
2024-01-14,Starbucks,Expense,240.51
2023-01-27,Walgreens,Expense,771.24
2023-12-27,Salary Deposit,Income,187.74
2024-04-09,Walmart,Expense,873.32
2023-03-11,Salary Deposit,Income,895.61
2022-02-22,Salary Deposit,Income,104.66
2024-06-22,Target,Expense,78.92
2022-09-15,Salary Deposit,Income,830.77
2023-08-02,Salary Deposit,Income,90.13
2022-10-12,Car Insurance,Expense,537.72
2022-09-07,Salary Deposit,Income,891.03
2023-02-04,Salary Deposit,Income,880.73
2023-01-29,Amazon,Expense,227.69
2023-01-23,Salary Deposit,Income,919.35
2022-09-22,Water Utility,Expense,276.12
2024-10-31,Salary Deposit,Income,742.15
2024-11-30,Salary Deposit,Income,341.25
2022-04-13,Misc Income,Income,18.86
2022-11-23,Salary Deposit,Income,192.59
2023-03-03,Phone Company,Expense,415.78
2024-01-08,Uber,Expense,559.11
2024-11-05,CVS Pharmacy,Expense,853.14
2024-09-07,Salary Deposit,Income,860.23
2023-01-18,Apple Store,Expense,274.35
2022-01-26,Walgreens,Expense,730.04
2023-01-17,Salary Deposit,Income,259.96
2023-08-24,Internet Provider,Expense,832.87
2022-09-24,Salary Deposit,Income,582.11
2023-03-09,Salary Deposit,Income,835.23
2023-03-01,Internet Provider,Expense,322.42
2022-12-15,Kroger,Expense,119.75
2023-09-12,Salary Deposit,Income,636.61
2022-10-06,Health Insurance,Expense,487.24
2024-07-11,Car Insurance,Expense,930.82
2023-08-28,Uber,Expense,26.59
2022-12-22,Rent Payment,Expense,345.3
2023-03-12,Health Insurance,Expense,596.88
2023-04-02,Netflix,Expense,120.36
2024-02-10,Salary Deposit,Income,196.73
2023-05-09,Salary Deposit,Income,940.79
2024-06-08,Misc Income,Income,944.55
2022-10-20,Salary Deposit,Income,451.77
2022-05-28,Salary Deposit,Income,322.56
2023-12-26,Misc Income,Income,145.1
2024-10-08,Salary Deposit,Income,218.84
2022-02-08,Salary Deposit,Income,295.55
2022-03-21,Home Depot,Expense,150.16
2024-09-13,Salary Deposit,Income,714.36
2023-03-10,Best Buy,Expense,85.16
2024-11-22,Salary Deposit,Income,227.03
2023-12-19,Salary Deposit,Income,363.95
2022-06-11,Salary Deposit,Income,292.41
2022-12-17,Amazon,Expense,871.96
2023-04-13,Salary Deposit,Income,33.65
2024-01-07,Kroger,Expense,148.34
